Song Title,Artist,Popularity,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Speechiness,Time_Signature,Danceability,,,,,,,,,,,,,,,,,,,,,,,,
Sezen Aksu,Lvbel C5,77,123519,0.226,0.0132,0,0.0857,-13.307,110.996,0.294,4,0.853,,,,,,,,,,,,,,,,,,,,,,,,
CARRARA (feat. Simba La Rue),Tony Effe,72,189778,0.572,0,1,0.141,-5.486,84.961,0.312,3,0.521,,,,,,,,,,,,,,,,,,,,,,,,
Song 2 - 2012 Remaster,Blur,81,121160,0.789,0.00708,8,0.0753,-6.903,129.802,0.0676,4,0.674,,,,,,,,,,,,,,,,,,,,,,,,
Péssima Hora - Ao Vivo,Jefferson Moraes,76,177237,0.872,0,4,0.583,-3.976,146.016,0.0749,4,0.57,,,,,,,,,,,,,,,,,,,,,,,,
Strip That Down (feat. Quavo),Liam Payne,69,202062,0.495,0,6,0.0805,-5.446,106.033,0.0518,4,0.873,,,,,,,,,,,,,,,,,,,,,,,,
PETETE,Gambi,66,123846,0.669,0,10,0.0795,-9.817,155.997,0.251,4,0.752,,,,,,,,,,,,,,,,,,,,,,,,
LEVII'S JEANS,Beyoncé,83,257699,0.43,2.71E-06,1,0.121,-7.482,115.964,0.0359,4,0.755,,,,,,,,,,,,,,,,,,,,,,,,
Fuck Love,XXXTENTACION,84,146520,0.533,0.000152,0,0.103,-9.74,131.036,0.0412,4,0.797,,,,,,,,,,,,,,,,,,,,,,,,
Still D.R.E.,Dr. Dre,82,270587,0.775,0.00031,11,0.0543,-3.323,93.431,0.234,4,0.816,,,,,,,,,,,,,,,,,,,,,,,,
Ahi,Anitta,71,157838,0.688,0.000189,9,0.133,-4.093,144.967,0.0908,4,0.787,,,,,,,,,,,,,,,,,,,,,,,,
Teenage Fever,Drake,81,219692,0.283,0.0172,8,0.115,-10.33,97.04,0.0846,4,0.766,,,,,,,,,,,,,,,,,,,,,,,,
O Que É Meu Ninguém Me Tira,pumapjl,65,63614,0.741,0.0438,1,0.167,-4.529,166.08,0.27,4,0.748,,,,,,,,,,,,,,,,,,,,,,,,
I'm Still Standing,Elton John,85,183440,0.904,0.121,6,0.14,-6.863,176.808,0.179,4,0.504,,,,,,,,,,,,,,,,,,,,,,,,
En Dibine Kadar,Dedublüman,69,180917,0.588,0.299,4,0.234,-6.477,100.021,0.0255,4,0.501,,,,,,,,,,,,,,,,,,,,,,,,
La Bachata,Manuel Turizo,86,162638,0.679,1.98E-06,7,0.218,-5.329,124.98,0.0364,4,0.835,,,,,,,,,,,,,,,,,,,,,,,,
Roxanne,The Police,80,191947,0.748,4.10E-06,0,0.0473,-8.905,134.114,0.358,4,0.618,,,,,,,,,,,,,,,,,,,,,,,,
Tu hai kahan,AUR,80,263185,0.356,6.54E-05,1,0.112,-9.738,83.679,0.075,4,0.708,,,,,,,,,,,,,,,,,,,,,,,,
のびしろ,Creepy Nuts,68,236840,0.928,0,11,0.0686,-2.926,174.004,0.0699,4,0.669,,,,,,,,,,,,,,,,,,,,,,,,
Heartless (feat. Morgan Wallen),Diplo,78,169227,0.556,0,11,0.0824,-6.417,111.033,0.0512,4,0.765,,,,,,,,,,,,,,,,,,,,,,,,
Ge upp igen,Miriam Bryant,57,170227,0.694,2.18E-05,5,0.165,-5.697,97.138,0.165,4,0.571,,,,,,,,,,,,,,,,,,,,,,,,
Que Te Han Visto Llorar,Bronco,63,185693,0.464,0,9,0.0929,-13.795,80.06,0.034,4,0.616,,,,,,,,,,,,,,,,,,,,,,,,
Alright,Kendrick Lamar,81,219333,0.766,0,7,0.0827,-5.974,110.034,0.238,4,0.796,,,,,,,,,,,,,,,,,,,,,,,,
Bellevue (feat. D1MA),Tobias Rahim,68,154612,0.526,0,8,0.116,-7.057,100.016,0.0973,4,0.712,,,,,,,,,,,,,,,,,,,,,,,,
Soranji,Mrs. GREEN APPLE,72,343253,0.669,0,5,0.149,-5.168,155.89,0.0431,4,0.48,,,,,,,,,,,,,,,,,,,,,,,,
Ni Parientes Somos,Los Tigres Del Norte,75,158440,0.605,0,0,0.193,-5.705,109.913,0.0544,4,0.849,,,,,,,,,,,,,,,,,,,,,,,,
Numaracı,Mabel Matiz,71,256778,0.824,0,5,0.113,-6.76,93.979,0.0461,4,0.718,,,,,,,,,,,,,,,,,,,,,,,,
Gotejou No Celular - Ao Vivo,Fred & Fabrício,73,176381,0.87,0,9,0.277,-4.865,109.805,0.0928,4,0.599,,,,,,,,,,,,,,,,,,,,,,,,
Entre a Serpente e a Estrela (Amarillo By Money),Zé Ramalho,59,179907,0.636,0.00798,5,0.0949,-5.721,120.052,0.0312,4,0.451,,,,,,,,,,,,,,,,,,,,,,,,
Kan Inte Gå,Bolaget,66,146719,0.414,0,11,0.164,-9.104,144.758,0.132,4,0.721,,,,,,,,,,,,,,,,,,,,,,,,
Michael Jordan,DA Uzi,67,223141,0.705,0,7,0.121,-7.069,122.978,0.135,3,0.618,,,,,,,,,,,,,,,,,,,,,,,,
Little Talks,Of Monsters and Men,81,266600,0.757,0,1,0.146,-5.177,102.961,0.032,4,0.457,,,,,,,,,,,,,,,,,,,,,,,,
Like Crazy (English Version),Jimin,77,212254,0.755,0,7,0.387,-5.386,119.957,0.0415,4,0.623,,,,,,,,,,,,,,,,,,,,,,,,
Para Sa Streets,Hev Abi,76,194476,0.398,0.000257,7,0.142,-9.746,116.985,0.0492,4,0.808,,,,,,,,,,,,,,,,,,,,,,,,
Tal Para Cual,Salastkbron,79,150000,0.708,0,10,0.1,-2.632,98.009,0.0402,4,0.857,,,,,,,,,,,,,,,,,,,,,,,,
CUÉNTALE,Quevedo,61,198000,0.662,5.03E-06,6,0.176,-6.626,119.972,0.152,4,0.714,,,,,,,,,,,,,,,,,,,,,,,,
Tek It - Sped Up,Cafuné,79,166859,0.95,9.68E-06,10,0.0868,-5.049,168.964,0.124,4,0.348,,,,,,,,,,,,,,,,,,,,,,,,
Maquillaje,Renn,83,211969,0.671,2.92E-05,0,0.0851,-5.017,170.012,0.141,4,0.739,,,,,,,,,,,,,,,,,,,,,,,,
All My Life,Tiësto,75,146975,0.963,0.0176,7,0.235,-4.302,137.961,0.0585,4,0.613,,,,,,,,,,,,,,,,,,,,,,,,
Me Porto Bonito,Bad Bunny,86,178567,0.712,2.68E-05,1,0.0933,-5.105,92.005,0.0817,4,0.911,,,,,,,,,,,,,,,,,,,,,,,,
Drive,Incubus,80,232453,0.792,0.0121,4,0.119,-7.34,90.565,0.036,4,0.645,,,,,,,,,,,,,,,,,,,,,,,,
un x100to,Grupo Frontera,81,194563,0.72,0,9,0.271,-4.089,83.827,0.0458,4,0.571,,,,,,,,,,,,,,,,,,,,,,,,
Bernafas Tanpamu,Last Child,71,295993,0.602,3.37E-06,2,0.0724,-7.022,145.02,0.032,3,0.445,,,,,,,,,,,,,,,,,,,,,,,,
Ritmista 1.0,DJ WN,79,615810,0.51,0,11,0.156,-4.471,88.242,0.143,4,0.601,,,,,,,,,,,,,,,,,,,,,,,,
Paradiso Artificiale (feat. Baby Gang & Kid Yugi),Tedua,72,162467,0.693,0,10,0.205,-7.624,104.522,0.114,4,0.743,,,,,,,,,,,,,,,,,,,,,,,,
Vem Desestressar,MC PH,69,243871,0.54,0,1,0.108,-7.96,123.986,0.0565,4,0.767,,,,,,,,,,,,,,,,,,,,,,,,
LUNA,Feid,93,196800,0.86,0,7,0.116,-2.888,100.019,0.13,4,0.774,,,,,,,,,,,,,,,,,,,,,,,,
Take A Chance With Me,NIKI,76,303933,0.42,0.000262,10,0.103,-11.637,93.981,0.0645,4,0.599,,,,,,,,,,,,,,,,,,,,,,,,
Quizas,Rich Music LTD,73,216067,0.815,0,3,0.231,-2.454,176.075,0.153,4,0.727,,,,,,,,,,,,,,,,,,,,,,,,
1942,Ant Wan,57,185263,0.47,3.70E-05,10,0.138,-6.922,85.496,0.224,4,0.72,,,,,,,,,,,,,,,,,,,,,,,,
Llévame Contigo,Romeo Santos,73,226400,0.694,1.37E-06,7,0.0919,-5.092,119.079,0.0319,4,0.813,,,,,,,,,,,,,,,,,,,,,,,,
Conselho da Minha Ex,DJ JOAO DA INESTAN,73,107192,0.596,0.0022,5,0.202,-3.757,82.171,0.125,3,0.61,,,,,,,,,,,,,,,,,,,,,,,,
O Que É Que Tem,Jorge & Mateus,68,215213,0.67,0,7,0.434,-5.885,96.342,0.028,4,0.411,,,,,,,,,,,,,,,,,,,,,,,,
El Beso Que No Le Di,Romeo Santos,64,207480,0.725,6.10E-06,4,0.0928,-3.831,128.034,0.044,4,0.899,,,,,,,,,,,,,,,,,,,,,,,,
Mientes,Camila,77,205160,0.592,0,1,0.109,-6.127,170.391,0.0371,3,0.332,,,,,,,,,,,,,,,,,,,,,,,,
DPM (De Pxta Madre),Kany García,71,181680,0.664,0,2,0.122,-6.354,169.867,0.261,4,0.493,,,,,,,,,,,,,,,,,,,,,,,,
Thinkin Bout You,Frank Ocean,85,200747,0.339,0.00153,0,0.0973,-11.195,129.83,0.0532,4,0.721,,,,,,,,,,,,,,,,,,,,,,,,
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,77,264000,0.514,0,6,0.611,-9.446,120.054,0.361,4,0.815,,,,,,,,,,,,,,,,,,,,,,,,
Behind Blue Eyes,The Who,71,221427,0.622,4.45E-05,4,0.0892,-8.258,126.844,0.0336,4,0.394,,,,,,,,,,,,,,,,,,,,,,,,
Fortnight (feat. Post Malone),Taylor Swift,92,228965,0.395,6.60E-06,11,0.0981,-10.924,95.983,0.0249,4,0.67,,,,,,,,,,,,,,,,,,,,,,,,
Je n'oublie pas,Vitaa,62,203693,0.641,0,1,0.131,-6.726,94.027,0.0399,4,0.574,,,,,,,,,,,,,,,,,,,,,,,,
Sem Aliança no Dedo,MC Xenon,71,120461,0.355,0,1,0.105,-6.632,82.713,0.332,3,0.532,,,,,,,,,,,,,,,,,,,,,,,,
O Maahi,Pritam,75,233453,0.669,0,1,0.177,-6.836,116.973,0.0349,4,0.616,,,,,,,,,,,,,,,,,,,,,,,,
Viva La Vida,Coldplay,87,242373,0.617,3.23E-06,5,0.109,-7.115,138.015,0.0287,4,0.486,,,,,,,,,,,,,,,,,,,,,,,,
Look What You Made Me Do,Taylor Swift,83,211853,0.709,1.41E-05,9,0.126,-6.471,128.07,0.123,4,0.766,,,,,,,,,,,,,,,,,,,,,,,,
Talking to the Moon,Bruno Mars,84,217867,0.59,0,1,0.107,-4.721,145.867,0.032,4,0.498,,,,,,,,,,,,,,,,,,,,,,,,
Ain't No Mountain High Enough,Marvin Gaye,84,151667,0.6,0,7,0.184,-10.87,129.991,0.032,4,0.663,,,,,,,,,,,,,,,,,,,,,,,,
Why'd You Only Call Me When You're High?,Arctic Monkeys,87,161124,0.631,1.13E-05,2,0.104,-6.478,92.004,0.0368,4,0.691,,,,,,,,,,,,,,,,,,,,,,,,
"Deus, Por favor",Mc IG,67,248000,0.383,0,8,0.0839,-7.095,80.973,0.363,5,0.73,,,,,,,,,,,,,,,,,,,,,,,,
Oh qu'elle est belle,Jul,74,220013,0.501,0.000808,7,0.113,-8.228,97.419,0.174,3,0.619,,,,,,,,,,,,,,,,,,,,,,,,
De Eu Pra Eu - Ao Vivo,Guilherme & Benuto,67,194316,0.849,0,1,0.288,-3.274,89.889,0.0778,4,0.643,,,,,,,,,,,,,,,,,,,,,,,,
My Kink Is Karma,Chappell Roan,77,222578,0.616,0,2,0.103,-5.615,86.722,0.0599,4,0.557,,,,,,,,,,,,,,,,,,,,,,,,
Tuyo,Mora,79,269714,0.827,6.49E-05,8,0.105,-3.757,104.851,0.305,4,0.744,,,,,,,,,,,,,,,,,,,,,,,,
Te quiero,Hombres G,67,225760,0.711,0.000275,2,0.0948,-5.503,112.309,0.0352,3,0.736,,,,,,,,,,,,,,,,,,,,,,,,
Sabry Aalil,Sherine,70,289228,0.933,1.48E-05,5,0.326,-6.008,99.972,0.0545,4,0.727,,,,,,,,,,,,,,,,,,,,,,,,
Debí Suponerlo,Morat,76,144632,0.571,0,0,0.188,-6.675,95.022,0.0245,3,0.667,,,,,,,,,,,,,,,,,,,,,,,,
MONEY EDITION,Eden Muñoz,77,158841,0.604,0,9,0.0525,-6.324,142.915,0.0396,3,0.858,,,,,,,,,,,,,,,,,,,,,,,,
Corazon De Seda (feat. Ozuna),Klasico,72,186976,0.694,0,7,0.102,-5.114,90.034,0.0937,4,0.841,,,,,,,,,,,,,,,,,,,,,,,,
ロマンチシズム,Mrs. GREEN APPLE,71,213613,0.878,0,10,0.0468,-3.144,125.529,0.0634,4,0.598,,,,,,,,,,,,,,,,,,,,,,,,
"Faz Completo, Chefe",Mc IG,69,127229,0.373,0.00202,4,0.0897,-8.01,165.935,0.0917,4,0.714,,,,,,,,,,,,,,,,,,,,,,,,
LA RANGER (feat. Myke Towers),The Academy: Segunda Misión,83,229738,0.677,0,9,0.402,-6.342,91.985,0.072,4,0.827,,,,,,,,,,,,,,,,,,,,,,,,
Any Way You Want It,Journey,77,201693,0.932,0.00109,7,0.136,-7.501,138.158,0.0488,4,0.529,,,,,,,,,,,,,,,,,,,,,,,,
Work Out,J. Cole,82,235320,0.427,0,2,0.307,-6.903,93.004,0.106,4,0.831,,,,,,,,,,,,,,,,,,,,,,,,
"Let's Go 3 (feat. MC Marks, Mc Don Juan, MC PH, Mc Luki, Mc Paiva ZS, MC GP & Makalo)",Dj GBR,68,509832,0.71,0,5,0.131,-5.635,87.027,0.377,4,0.775,,,,,,,,,,,,,,,,,,,,,,,,
HARLEY QUINN,Fuerza Regida,88,143327,0.741,0.0183,1,0.219,-6.04,125.031,0.0569,4,0.815,,,,,,,,,,,,,,,,,,,,,,,,
Morena De Goiânia - Ao Vivo,Hugo & Guilherme,72,166804,0.743,0,0,0.674,-3.855,110.991,0.0496,4,0.767,,,,,,,,,,,,,,,,,,,,,,,,
Stolen Dance,Milky Chance,76,313627,0.565,0.000239,11,0.0798,-8.809,114.009,0.037,4,0.879,,,,,,,,,,,,,,,,,,,,,,,,
Nonsense,Sabrina Carpenter,88,163648,0.697,0,8,0.224,-4.912,138.992,0.034,4,0.74,,,,,,,,,,,,,,,,,,,,,,,,
Stumblin' In,CYRIL,88,213364,0.518,0.00995,2,0.125,-8.388,126.089,0.0551,4,0.875,,,,,,,,,,,,,,,,,,,,,,,,
Till I Collapse,Eminem,84,297787,0.847,0,1,0.0816,-3.237,171.447,0.186,4,0.548,,,,,,,,,,,,,,,,,,,,,,,,
ALV,Arcángel,80,160040,0.65,0,11,0.116,-4.156,93.051,0.213,4,0.777,,,,,,,,,,,,,,,,,,,,,,,,
"Lo Que Pasó, Pasó",Daddy Yankee,80,210933,0.741,0,8,0.283,-6.538,97.014,0.0412,4,0.819,,,,,,,,,,,,,,,,,,,,,,,,
Dancing in the Moonlight,Toploader,81,232693,0.856,0,10,0.347,-3.463,119.397,0.0348,4,0.632,,,,,,,,,,,,,,,,,,,,,,,,
Sou Musa do Verão,Marshmello,73,187153,0.444,0.00301,9,0.0762,-7.667,127.414,0.123,4,0.553,,,,,,,,,,,,,,,,,,,,,,,,
Sepenuh Hati,Rony Parulian,75,247821,0.56,0.00057,5,0.0791,-6.824,73.795,0.0294,4,0.391,,,,,,,,,,,,,,,,,,,,,,,,
Exchange,Bryson Tiller,82,194613,0.433,0,6,0.135,-10.598,160.108,0.185,4,0.525,,,,,,,,,,,,,,,,,,,,,,,,
The Dreaming,MONSTA X,43,237756,0.333,0,4,0.108,-7.749,99.303,0.0332,4,0.44,,,,,,,,,,,,,,,,,,,,,,,,
Check Yes Or No,George Strait,74,200667,0.524,3.21E-06,5,0.0371,-12.644,111.482,0.0352,4,0.708,,,,,,,,,,,,,,,,,,,,,,,,
Tipo Hollywood,Mc Ws da leste,78,131611,0.566,7.27E-06,6,0.0852,-1.788,86.885,0.192,5,0.638,,,,,,,,,,,,,,,,,,,,,,,,
Milly (feat. Sfera Ebbasta),Club Dogo,68,185041,0.886,0,6,0.248,-4.195,157.077,0.2,4,0.781,,,,,,,,,,,,,,,,,,,,,,,,
Baby Don't Hurt Me,David Guetta,84,140018,0.91,0.000174,7,0.12,-3.404,127.944,0.0308,4,0.602,,,,,,,,,,,,,,,,,,,,,,,,
Normal,Feid,82,171880,0.56,0,4,0.315,-4.867,170.082,0.171,4,0.709,,,,,,,,,,,,,,,,,,,,,,,,
Still Think About You,A Boogie Wit da Hoodie,76,246988,0.646,0,5,0.0643,-6.604,127.978,0.21,4,0.946,,,,,,,,,,,,,,,,,,,,,,,,
Hype Boy,NewJeans,80,179027,0.935,0,4,0.286,-3.43,99.976,0.225,4,0.593,,,,,,,,,,,,,,,,,,,,,,,,
Get You (feat. Kali Uchis),Daniel Caesar,83,278180,0.294,5.20E-05,4,0.0749,-8.533,74.038,0.0321,4,0.658,,,,,,,,,,,,,,,,,,,,,,,,
Come As You Are,Nirvana,78,218920,0.824,0.00161,4,0.0916,-5.846,120.125,0.0388,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,
La Chica de Humo,Emmanuel,71,331360,0.603,1.61E-05,11,0.0776,-11.83,203.829,0.0826,4,0.596,,,,,,,,,,,,,,,,,,,,,,,,
Fast Car,Luke Combs,86,265493,0.603,0,8,0.115,-5.52,97.994,0.0262,4,0.712,,,,,,,,,,,,,,,,,,,,,,,,
In the Name of Love,Martin Garrix,80,195707,0.519,0,4,0.454,-5.88,133.99,0.0409,4,0.501,,,,,,,,,,,,,,,,,,,,,,,,
Scarface,Werenoi,68,146973,0.827,1.12E-06,4,0.0779,-7.619,105.036,0.134,4,0.886,,,,,,,,,,,,,,,,,,,,,,,,
Rüya Gibi,Dedublüman,68,170500,0.726,0.0719,11,0.296,-8.061,120.035,0.0433,4,0.471,,,,,,,,,,,,,,,,,,,,,,,,
Memories (feat. Kid Cudi),David Guetta,79,210093,0.87,2.82E-06,8,0.246,-6.103,129.98,0.343,4,0.561,,,,,,,,,,,,,,,,,,,,,,,,
Pal Amor Soy Malo - Remix,Adrian L Santos,75,156001,0.709,0,8,0.0903,-5.958,119.988,0.0299,3,0.694,,,,,,,,,,,,,,,,,,,,,,,,
DEJA VU,LILA,61,157182,0.705,0,5,0.103,-5.895,126.684,0.225,5,0.55,,,,,,,,,,,,,,,,,,,,,,,,
Pa Ti Estoy,Ozuna,79,206103,0.812,0,3,0.107,-3.174,162.087,0.0644,4,0.785,,,,,,,,,,,,,,,,,,,,,,,,
Shut up My Moms Calling,Hotel Ugly,88,164571,0.409,0,9,0.103,-10.711,138.419,0.101,4,0.485,,,,,,,,,,,,,,,,,,,,,,,,
i was all over her,salvia palth,81,161423,0.366,0.883,7,0.113,-12.774,104.572,0.0303,4,0.537,,,,,,,,,,,,,,,,,,,,,,,,
LOT OF ME,Lil Tecca,80,123871,0.537,0,0,0.122,-8.565,77.444,0.302,4,0.704,,,,,,,,,,,,,,,,,,,,,,,,
Himno De Victoria,Danny Berrios,66,240483,0.629,0,9,0.126,-6.769,137.868,0.0326,4,0.616,,,,,,,,,,,,,,,,,,,,,,,,
WANDA,Quevedo,76,160909,0.631,0,4,0.213,-4.42,176.076,0.0686,4,0.724,,,,,,,,,,,,,,,,,,,,,,,,
I Can Do It With a Broken Heart,Taylor Swift,71,218005,0.758,0,0,0.12,-8.202,129.961,0.0581,4,0.703,,,,,,,,,,,,,,,,,,,,,,,,
Qué Agonía,Yuridia,80,152923,0.573,9.34E-06,11,0.0543,-5.733,97.502,0.0237,4,0.732,,,,,,,,,,,,,,,,,,,,,,,,
Daddy Issues,The Neighbourhood,86,260173,0.521,0.149,10,0.123,-9.461,85.012,0.0329,4,0.588,,,,,,,,,,,,,,,,,,,,,,,,
Meu Eu em Você,Zé Vaqueiro,68,139687,0.864,2.72E-05,7,0.251,-4.699,160.037,0.0433,4,0.66,,,,,,,,,,,,,,,,,,,,,,,,
Si Me Gano Un Grammy,Jon Z,64,146409,0.63,0,4,0.11,-5.789,99.739,0.263,4,0.812,,,,,,,,,,,,,,,,,,,,,,,,
Bring Me To Life,Evanescence,84,235893,0.943,2.06E-06,4,0.242,-3.188,94.612,0.0698,4,0.331,,,,,,,,,,,,,,,,,,,,,,,,
Saajan Ve,Darshan Raval,75,171474,0.675,1.22E-05,3,0.0955,-5.44,95,0.0923,4,0.712,,,,,,,,,,,,,,,,,,,,,,,,
Tengo Que Colgar,Banda MS de Sergio Lizárraga,68,248120,0.445,5.44E-06,7,0.0992,-5.59,126.007,0.0329,4,0.779,,,,,,,,,,,,,,,,,,,,,,,,
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,75,183726,0.784,0,1,0.0608,-4.878,124.111,0.102,4,0.595,,,,,,,,,,,,,,,,,,,,,,,,
All The Stars (with SZA),Kendrick Lamar,87,232187,0.633,0.000194,8,0.0926,-4.946,96.924,0.0597,4,0.698,,,,,,,,,,,,,,,,,,,,,,,,
Ombrim (ai que delicia o verão) (feat. Mts No Beat),Marina Sena,65,135893,0.748,0.000308,10,0.0835,-9.121,180.081,0.0609,4,0.674,,,,,,,,,,,,,,,,,,,,,,,,
Boom Boom Back,BE:FIRST,70,188400,0.776,0,5,0.0593,-4.553,100.006,0.0614,4,0.786,,,,,,,,,,,,,,,,,,,,,,,,
See You Again (feat. Charlie Puth),Wiz Khalifa,84,229526,0.481,1.03E-06,10,0.0649,-7.503,80.025,0.0815,4,0.689,,,,,,,,,,,,,,,,,,,,,,,,
Bandido Não Dança,Mc Paiva ZS,70,126462,0.465,0,9,0.0714,-7,85.672,0.119,5,0.585,,,,,,,,,,,,,,,,,,,,,,,,
Back To Black,Amy Winehouse,83,241293,0.422,2.05E-05,7,0.0861,-13.964,122.728,0.0373,4,0.403,,,,,,,,,,,,,,,,,,,,,,,,
Heart Like A Truck,Lainey Wilson,74,199040,0.632,1.01E-05,9,0.158,-5.416,139.974,0.0311,4,0.587,,,,,,,,,,,,,,,,,,,,,,,,
Aku Yang Salah,Mahalini,68,251553,0.416,0,1,0.0867,-6.529,119.939,0.0295,4,0.556,,,,,,,,,,,,,,,,,,,,,,,,
Nena Sad,ORO600,75,215773,0.346,0.000594,11,0.0906,-13.166,137.995,0.0881,4,0.896,,,,,,,,,,,,,,,,,,,,,,,,
Summer,Calvin Harris,85,222533,0.856,0.0178,4,0.141,-3.556,127.949,0.0346,4,0.596,,,,,,,,,,,,,,,,,,,,,,,,
Brain Stew,Green Day,77,193000,0.543,2.00E-05,1,0.0577,-5.429,75.958,0.302,4,0.559,,,,,,,,,,,,,,,,,,,,,,,,
A Rosa E O Beija-Flor - Na Praia / Ao Vivo,Matheus & Kauan,69,170853,0.928,0,8,0.856,-3,165.962,0.223,4,0.484,,,,,,,,,,,,,,,,,,,,,,,,
Deu Moral - Ao Vivo,Zé Neto & Cristiano,79,122169,0.728,0,4,0.685,-5.739,146.885,0.0635,4,0.625,,,,,,,,,,,,,,,,,,,,,,,,
Surat Cinta Untuk Starla,Virgoun,70,308037,0.417,0,11,0.349,-8.709,143.929,0.208,3,0.671,,,,,,,,,,,,,,,,,,,,,,,,
YW&F - Versión Reggaeton,Oscar Maydon,73,168211,0.608,0,10,0.153,-7.405,98.033,0.0471,4,0.7,,,,,,,,,,,,,,,,,,,,,,,,
Those Eyes,New West,82,220750,0.354,3.55E-05,4,0.293,-8.27,120.01,0.0279,3,0.593,,,,,,,,,,,,,,,,,,,,,,,,
Bærum Bitches (Mannschaft),Søte og Rare Gutter,76,146939,0.602,0,11,0.34,-7.736,146.981,0.415,4,0.655,,,,,,,,,,,,,,,,,,,,,,,,
redrum,21 Savage,92,270698,0.74,0.000224,2,0.5,-8.445,172.089,0.0481,4,0.624,,,,,,,,,,,,,,,,,,,,,,,,
Corpo Sexy - Ao Vivo,Guilherme & Benuto,67,150912,0.852,0,10,0.727,-3.397,125.788,0.127,4,0.623,,,,,,,,,,,,,,,,,,,,,,,,
Bitter Sweet Symphony - Remastered 2016,The Verve,80,357267,0.917,0,9,0.406,-6.006,171.176,0.0479,4,0.356,,,,,,,,,,,,,,,,,,,,,,,,
ASTRO,Slowboy,73,144138,0.832,0.000941,8,0.215,-4.114,110.02,0.0484,4,0.599,,,,,,,,,,,,,,,,,,,,,,,,
Only Girl (In The World),Rihanna,84,235493,0.706,1.71E-05,11,0.0586,-4.233,125.911,0.0429,4,0.789,,,,,,,,,,,,,,,,,,,,,,,,
El último del contrato,Rels B,69,194348,0.412,0,1,0.122,-6.781,91.475,0.407,4,0.725,,,,,,,,,,,,,,,,,,,,,,,,
CADA VEZ QUE,YSY A,57,148250,0.669,0,7,0.628,-5.471,140.304,0.379,4,0.609,,,,,,,,,,,,,,,,,,,,,,,,
NVMD,Denise Julia,73,181224,0.674,0,6,0.0902,-4.533,97.977,0.108,4,0.758,,,,,,,,,,,,,,,,,,,,,,,,
My Boy Only Breaks His Favorite Toys,Taylor Swift,71,203801,0.579,0,0,0.304,-7.415,97.089,0.029,4,0.592,,,,,,,,,,,,,,,,,,,,,,,,
Freak On a Leash,Korn,80,255733,0.898,0.105,2,0.39,-5.877,103.293,0.052,4,0.353,,,,,,,,,,,,,,,,,,,,,,,,
Florida!!! (feat. Florence + The Machine),Taylor Swift,70,215463,0.582,0,0,0.156,-7.033,149.959,0.0919,4,0.511,,,,,,,,,,,,,,,,,,,,,,,,
XS,Josman,66,206897,0.761,0,10,0.0846,-4.765,144.992,0.171,4,0.807,,,,,,,,,,,,,,,,,,,,,,,,
зима,ooes,62,148000,0.56,0.0288,11,0.164,-10.458,119.98,0.0403,4,0.776,,,,,,,,,,,,,,,,,,,,,,,,
Us Vs. Them,$uicideboy$,81,184633,0.906,0.214,6,0.895,-4.454,77.978,0.172,4,0.651,,,,,,,,,,,,,,,,,,,,,,,,
Us Then,Zach Bryan,66,166342,0.683,1.01E-05,0,0.211,-4.622,127.749,0.0371,4,0.587,,,,,,,,,,,,,,,,,,,,,,,,
Jagger.mp3,Emilia,67,155862,0.6,6.73E-05,7,0.186,-7.185,89.915,0.0783,4,0.543,,,,,,,,,,,,,,,,,,,,,,,,
There's Nothing Holdin' Me Back,Shawn Mendes,86,199440,0.813,0,11,0.0779,-4.063,121.998,0.0554,4,0.866,,,,,,,,,,,,,,,,,,,,,,,,
Neverita,Bad Bunny,80,173119,0.498,0,10,0.143,-7.511,122.016,0.0478,4,0.876,,,,,,,,,,,,,,,,,,,,,,,,
Un Besito Más,Salastkbron,79,160750,0.641,0,2,0.294,-5.775,92.01,0.0359,4,0.693,,,,,,,,,,,,,,,,,,,,,,,,
Una Vida Pasada,Camilo,77,218500,0.679,3.66E-05,7,0.143,-5.539,89.975,0.0411,4,0.768,,,,,,,,,,,,,,,,,,,,,,,,
Como Fui A Enamorarme De Ti,Los Bukis,72,269760,0.507,1.07E-06,2,0.344,-13.898,150.305,0.0392,4,0.535,,,,,,,,,,,,,,,,,,,,,,,,
Cúrame,Rauw Alejandro,80,164706,0.625,0.00111,9,0.112,-3.599,102.101,0.0548,4,0.765,,,,,,,,,,,,,,,,,,,,,,,,
Hoe (feat. Sfera Ebbasta),Tedua,70,137120,0.757,0,2,0.156,-6.616,114.044,0.117,4,0.936,,,,,,,,,,,,,,,,,,,,,,,,
Can Dostum,Emir Can İğrek,69,147510,0.517,9.28E-06,4,0.157,-11.557,93.92,0.057,5,0.544,,,,,,,,,,,,,,,,,,,,,,,,
MR. OCTOBER,Bad Bunny,74,189259,0.612,1.96E-05,8,0.134,-5.682,126.013,0.172,4,0.805,,,,,,,,,,,,,,,,,,,,,,,,
November Air,Zach Bryan,69,243709,0.197,3.02E-06,3,0.146,-9.798,128.49,0.032,4,0.429,,,,,,,,,,,,,,,,,,,,,,,,
Tata,Slow J,67,159751,0.718,0.0298,5,0.104,-4.836,92.023,0.425,4,0.571,,,,,,,,,,,,,,,,,,,,,,,,
